HCH_012_041_000000	山東《禹貢》青、兗二州地。
HCH_012_041_000529	領縣二：沂水州西北。
HCH_012_041_000530	西北有大弁山，與雕厓山連，沂水出焉，南流經沂州界入泗。
HCH_012_041_000531	東北有沭水。
HCH_012_041_000532	日照州東北。
HCH_012_041_000533	東濱海，有鹽場。
HCH_012_041_000534	東南有夾倉鎮巡檢司。
HCH_012_041_000535	萊州府元萊州，屬般陽路。
HCH_012_041_000536	洪武元年升爲府。
HCH_012_041_000537	六年降爲州。
HCH_012_041_000538	九年五月復升爲府。
HCH_012_041_000539	領州二，縣五。
HCH_012_041_000540	西距布政司六百四十里。
HCH_012_041_000541	掖倚。
HCH_012_041_000542	北濱海，有鹽場。
HCH_012_041_000543	又有三山島，在海南岸。
HCH_012_041_000544	東北有萬里沙。
HCH_012_041_000545	西南有掖水，北入海。
HCH_012_041_000546	東南有小沽河。
HCH_012_041_000547	又東北有王徐砦守禦千戶所，嘉靖中置。
HCH_012_041_000548	又西有海倉、北有柴葫寨二巡檢司。
HCH_012_041_000549	平度州元膠水縣。
HCH_012_041_000550	洪武二十二年正月改置。
HCH_012_041_000551	北有萊山。
HCH_012_041_000552	西有膠水，下流至昌邑北入海。
HCH_012_041_000553	東有大沽河，源自黃縣蹲犬山，流經州，與小沽河合，通名爲沽河，至即墨縣入海。
HCH_012_041_000554	小沽，即尤水也。
HCH_012_041_000555	又西南有亭口鎮巡檢司。
HCH_012_041_000556	北距府百里。
HCH_012_041_000557	領縣二：濰州西。
HCH_012_041_000558	元濰州，屬益都路。
HCH_012_041_000559	洪武元年以州治北海縣省入。
HCH_012_041_000560	九年屬萊州府。
HCH_012_041_000561	十年五月降爲縣。
HCH_012_041_000562	二十二年正月改屬州。
HCH_012_041_000563	南有濰水，東北入海。
HCH_012_041_000564	又東北有固堤店巡檢司。
HCH_012_041_000565	昌邑州西北。
HCH_012_041_000566	元屬濰州。
HCH_012_041_000567	洪武十年五月省入濰縣。
HCH_012_041_000568	二十二年正月復置，來屬。
HCH_012_041_000569	東有濰水。
HCH_012_041_000570	東北有膠河。
HCH_012_041_000571	北有魚兒鎮巡檢司。
HCH_012_041_000572	膠州元屬益都路。
HCH_012_041_000573	洪武初，以州治膠西縣省入。
HCH_012_041_000574	九年來屬。
HCH_012_041_000575	西南有鐵橛山，膠水所出，亦曰膠山。
HCH_012_041_000576	東北有沽河，南流入海。
HCH_012_041_000577	又東南海口有靈山衛，又有安東縣，俱洪武三十一年五月置。
HCH_012_041_000578	又有夏河寨千戶所，在靈山衛西南。
HCH_012_041_000579	石臼島寨千戶所，在安東衛南。
HCH_012_041_000580	俱弘治後置。
HCH_012_041_000581	又西南有古鎮巡檢司。
HCH_012_041_000582	北有逢猛鎮巡檢司。
HCH_012_041_000583	北距府二百二十里。
HCH_012_041_000584	領縣二：高密州西北。
HCH_012_041_000585	元屬膠州。
HCH_012_041_000586	洪武元年屬青州府。
HCH_012_041_000587	九年五月屬萊州府，尋復屬州。
HCH_012_041_000588	東有膠水。
HCH_012_041_000589	西有濰水。
HCH_012_041_000590	又西南有密水，一名百尺溝，北會於濰水。
HCH_012_041_000591	即墨州東。
HCH_012_041_000592	元屬膠州。
HCH_012_041_000593	洪武初，屬青州府。
HCH_012_041_000594	九年五月屬萊州府。
HCH_012_041_000595	十年五月仍屬州。
HCH_012_041_000596	東南有勞山，在海濱。
HCH_012_041_000597	又有田橫島，在東北海中。
HCH_012_041_000598	東有鰲山衛，洪武二十一年五月置。
HCH_012_041_000599	又東北有雄崖守禦千戶所，南有浮山守禦千戶所，俱洪武中置。
HCH_012_041_000600	又東北有栲栳島巡檢司。
HCH_012_041_000601	又即墨營舊在縣南，宣德八年移置縣北，有城。
HCH_012_041_000602	登州府元登州，屬般陽路。
HCH_012_041_000603	洪武元年屬萊州府。
HCH_012_041_000604	六年直隸山東行省。
HCH_012_041_000605	九年五月升爲府。
HCH_012_041_000606	領州一，縣七。
HCH_012_041_000607	西距布政司一千零五十里。
HCH_012_041_000608	蓬萊倚。
HCH_012_041_000609	洪武初廢。
HCH_012_041_000610	九年五月復置。
HCH_012_041_000611	北有丹崖山，臨大海。
HCH_012_041_000612	南有密神山，密水所出。
HCH_012_041_000613	西南有黑石山，黑水所出，經城南合流，北入於海。
HCH_012_041_000614	西有龍山，產鐵。
HCH_012_041_000615	東有高山巡檢司，本置於海中沙門島，後遷硃高山下。
HCH_012_041_000616	又東南有楊家店巡檢司。
HCH_012_041_000617	黃府西南。
HCH_012_041_000618	東南有萊山。
HCH_012_041_000619	西南有蹲犬山，大沽水出焉。
HCH_012_041_000620	又東有黃水，東南有洚水，合流入海。
HCH_012_041_000621	又西有馬停鎮巡檢司。
HCH_012_041_000622	福山府東南。
HCH_012_041_000623	東北有之罘山，三面臨海。
HCH_012_041_000624	西南有義井河，北入海。
HCH_012_041_000625	又奇山守禦千戶所在東北，洪武三十一年置。
HCH_012_041_000626	又北有孫夼鎮巡檢司。
HCH_012_041_000627	棲霞府東南。
HCH_012_041_000628	東有岠禺山，嘗產金，亦名金山。
HCH_012_041_000629	又有百澗山，西北有北曲山，二山舊皆產鐵。
HCH_012_041_000630	又南有翠屏山，大河出焉，即義井河之上源也。
HCH_012_041_000631	招遠府西南。
HCH_012_041_000632	元屬萊州。
HCH_012_041_000633	洪武九年五月來屬。
HCH_012_041_000634	東北有原疃河，北入海。
HCH_012_041_000635	西有東良海口巡檢司。
HCH_012_041_000636	萊陽府南。
HCH_012_041_000637	元屬萊州。
HCH_012_041_000638	洪武九年五月來屬。
HCH_012_041_000639	東南有昌水，源發文登縣之昌山，一名昌陽水，南入海。
HCH_012_041_000640	東有豯養澤。
HCH_012_041_000641	又東南有大嵩衛，洪武三十一年五月置。
HCH_012_041_000642	衛西有大山千戶所，成化中置。
HCH_012_041_000643	又南有行村寨巡檢司。
HCH_012_041_000644	寧海州元直隸山東東西道宣慰司。
HCH_012_041_000645	洪武初，以州治牟平縣省入，屬萊州府。
HCH_012_041_000646	九年改屬。
HCH_012_041_000647	東有金水河，一名沁水，西南有五丈河，俱北入海。
HCH_012_041_000648	又西南有乳山寨巡檢司。
HCH_012_041_000649	西距府二百二十里。
HCH_012_041_000650	領縣一：文登州東南。
HCH_012_041_000651	元屬寧海州。
HCH_012_041_000652	洪武初，改屬萊州府。
HCH_012_041_000653	九年五月屬登州府，後仍屬州。
HCH_012_041_000654	東南有斥山。
HCH_012_041_000655	南有成山，又有鐵槎山。
HCH_012_041_000656	又西有鐵官山。
HCH_012_041_000657	東南濱海。
HCH_012_041_000658	南有靖海衛，東有成山衛，北有威海衛，皆洪武三十一年五月置。
HCH_012_041_000659	又寧津守禦千戶所在東南，亦洪武三十一年置。
HCH_012_041_000660	又東有海陽守禦千戶所，在靖海衛南。
HCH_012_041_000661	金山守禦千戶所，在威海衛西。
HCH_012_041_000662	百尺崖守禦千戶所，在威海衛北。
HCH_012_041_000663	尋山守禦千戶所，在成山衛東南。
HCH_012_041_000664	俱成化中置。
HCH_012_041_000665	又北有辛汪寨、東北有溫泉鎮、東有赤山鎮三巡檢司。
HCH_012_041_000666	遼東都指揮使司元置遼陽等處行中書省，治遼陽路。
HCH_012_041_000667	洪武四年七月置定遼都衛。
HCH_012_041_000668	六年六月置遼陽府、縣。
HCH_012_041_000669	八年十月改都衛爲遼東都指揮使司。
HCH_012_041_000670	治定遼中衛，領衛二十五，州二。
HCH_012_041_000671	十年，府縣俱罷。
HCH_012_041_000672	東至鴨綠江，西至山海關，南至旅順海口，北至開原。
HCH_012_041_000673	由海道至山東布政司，二千一百五十里。
HCH_012_041_000674	距南京一千四百里，京師一千七百里。
HCH_012_041_000675	定遼中衛元遼陽路，治遼陽縣。
HCH_012_041_000676	洪武四年罷。
HCH_012_041_000677	六年復置。
HCH_012_041_000678	十年復罷。
HCH_012_041_000679	十七年置衛。
HCH_012_041_000680	西南有首山。
HCH_012_041_000681	南有千山。
HCH_012_041_000682	又東南有安平山，山有鐵場。
HCH_012_041_000683	又西有遼河，自塞外流入，至海州衛入海。
HCH_012_041_000684	又西北有渾河，一名小遼水，東北有太子河，一名大梁水，又名東樑水，下流俱入於遼水。
HCH_012_041_000685	又東有鴨綠江，東南入海。
HCH_012_041_000686	又東有鳳凰城，在鳳凰山東南，成化十七年築，爲朝鮮入貢之道。
HCH_012_041_000687	又南有鎮江堡城。
HCH_012_041_000688	又連山關亦在東南。
HCH_012_041_000689	定遼左衛、定遼右衛俱洪武六年十一月置。
HCH_012_041_000690	定遼前衛洪武八年二月置。
HCH_012_041_000691	定遼後衛本遼東衛，洪武四年二月置。
HCH_012_041_000692	八年二月改。
HCH_012_041_000693	九年十月徙治遼陽城北，尋復。
HCH_012_041_000694	東寧衛本東寧、南京、海洋、草河、女直五千戶所，洪武十三年置。
HCH_012_041_000695	十九年七月改置。
HCH_012_041_000696	自在州永樂七年置於三萬衛城，尋徙。
HCH_012_041_000697	以上五衛一州，同治都司城內。
HCH_012_041_000698	海州衛本海州，洪武初，置於舊澄州城。
HCH_012_041_000699	九年置衛。
HCH_012_041_000700	二十八年四月，州廢。
HCH_012_041_000701	西南濱海，有鹽場。
HCH_012_041_000702	西有遼河，匯渾河、太子河入海，謂之三岔河。
HCH_012_041_000703	又西有南、北通江，亦合於遼河。
HCH_012_041_000704	東有大片嶺關，有鹽場。
HCH_012_041_000705	東北距都司百二十里。
HCH_012_041_000706	蓋州衛元蓋州，屬遼陽路。
HCH_012_041_000707	洪武四年廢。
HCH_012_041_000708	五年六月復置。
HCH_012_041_000709	九年十月置衛。
HCH_012_041_000710	二十八年四月，州復廢。
HCH_012_041_000711	東北有石城山。
HCH_012_041_000712	又北有平山，其下有鹽場。
HCH_012_041_000713	又東有駐蹕山，西濱海，有連雲島，上有關。
HCH_012_041_000714	又東有泥河，南有清河，東南有畢裏河，下流皆入於海。
HCH_012_041_000715	又南有永寧監城，永樂七年置。
HCH_012_041_000716	又西北有樑房口關，海運之舟由此入遼河，旁有鹽場。
HCH_012_041_000717	又東有石門關。
HCH_012_041_000718	西有鹽場。
HCH_012_041_000719	北有鐵場。
HCH_012_041_000720	北距都司二百四十里。
HCH_012_041_000721	復州衛本復州，洪武五年六月置於舊復州城。
HCH_012_041_000722	十四年九月置衛。
HCH_012_041_000723	二十八年四月，州廢。
HCH_012_041_000724	西濱海。
HCH_012_041_000725	西南有長生島。
HCH_012_041_000726	又南有沙河，合麻河，西注於海。
HCH_012_041_000727	東有得利嬴城，元季士人築，洪武四年二月置遼東衛於此，尋徙。
HCH_012_041_000728	又南有樂古關。
HCH_012_041_000729	西有鹽場。
HCH_012_041_000730	北有鐵場。
HCH_012_041_000731	北距都司四百二十里。
HCH_012_041_000732	金州衛本金州，洪武五年六月置於舊金州。
HCH_012_041_000733	八年四月置衛。
HCH_012_041_000734	二十八年四月，州廢。
HCH_012_041_000735	東有大黑山，小沙河出焉。
HCH_012_041_000736	又有小黑山，駱馬河、澄沙河俱出焉。
HCH_012_041_000737	衛東西南三面皆濱海。
HCH_012_041_000738	南有南關島。
HCH_012_041_000739	東有蓮花島。
HCH_012_041_000740	東南有金線島。
HCH_012_041_000741	又東有皮島，又有長行島。
HCH_012_041_000742	南有雙島及三山島。
HCH_012_041_000743	西南有鐵山島。
HCH_012_041_000744	東北有蕭家島，有關。
HCH_012_041_000745	又旅順口關在南，海運之舟由此登岸，有南、北二城，其北城有中左千戶所，洪武二十年置。
HCH_012_041_000746	又東南有望海堝石城，永樂七年置。
HCH_012_041_000747	又衛東有鐵場。
HCH_012_041_000748	東北有鹽場。
HCH_012_041_000749	北距都司六百里。
HCH_012_041_000750	廣寧衛元廣寧府路。
HCH_012_041_000751	江武初廢。
HCH_012_041_000752	二十三年五月置衛。
HCH_012_041_000753	洪武二十五年三月建遼王府。
HCH_012_041_000754	建文中改封湖廣荊州府。
HCH_012_041_000755	西有醫無閭山。
HCH_012_041_000756	南濱海。
HCH_012_041_000757	東有路河，東北有珠子河，下流皆注於遼河。
HCH_012_041_000758	又板橋河在西，南流入海。
HCH_012_041_000759	北有白土廠關，又有分水嶺關。
HCH_012_041_000760	西北有魏家嶺關。
HCH_012_041_000761	又北有懿州，元屬遼陽路。
HCH_012_041_000762	洪武二十六年正月置廣寧後屯衛於此。
HCH_012_041_000763	永樂八年，州廢。
HCH_012_041_000764	徙衛於義州衛城。
HCH_012_041_000765	又西南有閭陽關，東北有望平縣，元俱屬廣寧路。
HCH_012_041_000766	又西北有川州，元屬大寧路。
HCH_012_041_000767	又東北有順州，西北有成州，元俱屬東寧路。
HCH_012_041_000768	又西南有鍾秀城，元置千戶所於此。
HCH_012_041_000769	俱洪武中廢。
HCH_012_041_000770	東距都司四百二十里。
HCH_012_041_000771	廣寧中衛、廣寧左衛俱洪武二十六年正月置。
HCH_012_041_000772	二十八年四月廢。
HCH_012_041_000773	三十五年十一月復置。
HCH_012_041_000774	廣寧右衛本治大淩河堡，洪武二十六年正月置。
HCH_012_041_000775	二十八年四月廢。
HCH_012_041_000776	三十五年十一月復置。
HCH_012_041_000777	以上三衛，俱在廣寧衛城。
HCH_012_041_000778	廣寧前衛、廣寧後衛俱洪武二十六年正月置。
HCH_012_041_000779	後俱廢。
HCH_012_041_000780	義州衛元義州，屬大寧路。
HCH_012_041_000781	洪武初，州廢。
HCH_012_041_000782	二十年八月置衛。
HCH_012_041_000783	西北有大淩河，下流入海。
HCH_012_041_000784	東北有清河，下流合大淩河。
HCH_012_041_000785	東南距都司五百四十里。
HCH_012_041_000786	廣寧後屯衛洪武二十六年正月置於舊懿州。
HCH_012_041_000787	永樂八年徙治義州衛城。
HCH_012_041_000788	廣寧中屯衛元錦州，屬大寧路。
HCH_012_041_000789	洪武初，州廢。
HCH_012_041_000790	二十四年九月置衛。
HCH_012_041_000791	東有木葉山。
HCH_012_041_000792	西有東、西紅螺山。
HCH_012_041_000793	西南有杏山。
HCH_012_041_000794	東南有乳峯山。
HCH_012_041_000795	又東有大淩河、小淩河。
HCH_012_041_000796	又西有女兒河，與小淩河合。
HCH_012_041_000797	又南有松山堡，在松山西，宣德五年正月置中左千戶所於此，轄杏山驛至小淩河驛。
HCH_012_041_000798	東有大淩河堡，洪武二十六年正月置廣寧右衛，二十八年四月廢。
HCH_012_041_000799	宣德五年正月置中右千戶所於此，轄淩河驛至十三山驛。
HCH_012_041_000800	又城南有鹽場二，鐵場一。
HCH_012_041_000801	又西有鐵場。
HCH_012_041_000802	東南距都司六百里。
HCH_012_041_000803	廣寧左屯衛洪武二十四年九月置於遼河西，後徙廣寧中屯衛城。
HCH_012_041_000804	廣寧右屯衛元廣寧府地。
HCH_012_041_000805	洪武二十六年正月置於十三山堡。
HCH_012_041_000806	二十七年遷於舊閭陽縣之臨海鄉。
HCH_012_041_000807	北有十三山。
HCH_012_041_000808	山西有十三山堡。
HCH_012_041_000809	西有大淩河。
HCH_012_041_000810	又西南有望梅嶺。
HCH_012_041_000811	又南有鹽場，東有鐵場。
HCH_012_041_000812	東南距都司五百四十里。
HCH_012_041_000813	廣寧前屯衛元瑞州，屬大寧路。
HCH_012_041_000814	洪武初，屬永平府。
HCH_012_041_000815	七年七月，州廢。
HCH_012_041_000816	二十六年正月置衛。
HCH_012_041_000817	西北有萬松山。
HCH_012_041_000818	北有十八盤山。
HCH_012_041_000819	西有麻子峪，有鐵場。
HCH_012_041_000820	東南爲山口峪，有鹽場。
HCH_012_041_000821	東北有六州河，下流至蛇山務入海。
HCH_012_041_000822	西有山海關，與北直撫寧縣界。
HCH_012_041_000823	又有急水河堡，宣德五年正月置中前千戶所於此，轄山海東關至高嶺驛。
HCH_012_041_000824	又東有杏林堡，宣德五年正月置中後千戶所於此，轄沙河驛至東關驛。
HCH_012_041_000825	東距都司九百六十里。
HCH_012_041_000826	寧遠衛宣德五年正月分廣寧前屯、中屯二衛地置，治湯池。
HCH_012_041_000827	西北有大團山。
HCH_012_041_000828	東北有長嶺山。
HCH_012_041_000829	南濱海。
HCH_012_041_000830	東有桃花島。
HCH_012_041_000831	東南有覺華島城。
HCH_012_041_000832	西有寧遠河，即女兒河也，又名三女河。
HCH_012_041_000833	又東有塔山，有中左千戶所，轄連山驛山至杏山驛，西有小沙河中右千戶所，轄東關驛至曹莊驛，俱宣德五年正月置。
HCH_012_041_000834	又南有鹽、鐵二場。
HCH_012_041_000835	東距都司七百七十里。
HCH_012_041_000836	瀋陽中衛元瀋陽路。
HCH_012_041_000837	洪武初廢。
HCH_012_041_000838	三十一年閏五月置衛。
HCH_012_041_000839	洪武二十四年建沈王府。
HCH_012_041_000840	永樂六年遷於山西潞州。
HCH_012_041_000841	東有東牟山。
HCH_012_041_000842	南有渾河，又東有瀋水入焉。
HCH_012_041_000843	又西有遼河。
HCH_012_041_000844	又東北有撫順千戶所，洪武二十一年置。
HCH_012_041_000845	所東有撫順關。
HCH_012_041_000846	北有蒲河千戶所，亦洪武二十一年置。
HCH_012_041_000847	南距都司百二十里。
HCH_012_041_000848	瀋陽左衛、瀋陽右衛俱洪武中置。
HCH_012_041_000849	建文初廢。
HCH_012_041_000850	洪武三十五年七月復置，後仍廢。
HCH_012_041_000851	瀋陽中屯衛洪武三十一年閏五月置。
HCH_012_041_000852	建文中廢。
HCH_012_041_000853	洪武三十五年十一月復置，屬北平都司，後屬後軍都督府，寄治北直河間縣。
HCH_012_041_000854	鐵嶺衛洪武二十一年三月以古鐵嶺城置。
HCH_012_041_000855	二十六年四月遷於古嚚州之地，即今治也。
HCH_012_041_000856	西有遼河，南有泛河，又南有小清河，俱流入於遼河。
HCH_012_041_000857	又南有懿路城，洪武二十九年置懿路千戶所於此。
HCH_012_041_000858	又範河城在衛南，亦曰泛河城，正統四年置泛河千戶所於此。
HCH_012_041_000859	東南有奉集縣，即古鐵嶺城也，接高麗界，洪武初置縣，尋廢。
HCH_012_041_000860	又有咸平府，元直隸遼東行省。
HCH_012_041_000861	至正二年正月降爲縣。
HCH_012_041_000862	洪武初廢。
HCH_012_041_000863	南距都司二百四十里。
HCH_012_041_000864	三萬衛元開元路。
HCH_012_041_000865	洪武初廢。
HCH_012_041_000866	二十年十二月置三萬衛於故城西，兼置兀者野人乞例迷女直軍民府。
HCH_012_041_000867	二十一年，府罷，徙衛於開元城。
HCH_012_041_000868	洪武二十四年建韓王府。
HCH_012_041_000869	永樂二十二年遷於陝西平涼。
HCH_012_041_000870	西北有金山。
HCH_012_041_000871	東有分水東嶺。
HCH_012_041_000872	北有分水西嶺。
HCH_012_041_000873	西有大清河，東有小清河，流合焉，下流入於遼河。
HCH_012_041_000874	又北有上河，東北有艾河，流合焉，謂之遼海，即遼河上源也。
HCH_012_041_000875	又北有金水河，北流入塞外之松花江。
HCH_012_041_000876	又鎮北關在東北。
HCH_012_041_000877	廣順關在江。
HCH_012_041_000878	又西有新安關。
HCH_012_041_000879	西南有清河關。
HCH_012_041_000880	南有山頭關。
HCH_012_041_000881	又北有北城，即牛家莊也，洪武二十三年三月置遼海衛於此。
HCH_012_041_000882	二十六年，衛徙。
HCH_012_041_000883	又南有中固城，永樂五年置。
HCH_012_041_000884	南距都司三百三十里。
HCH_012_041_000885	遼海衛洪武二十三年三月置於牛家莊。
HCH_012_041_000886	二十六年徙三萬衛城。
HCH_012_041_000887	安樂州永樂七年置，在三萬衛城。
HCH_012_041_000888	山西《禹貢》冀州之域。
HCH_012_041_000889	元置河東山西道宣慰使司，治大同路。
HCH_012_041_000890	直隸中書省。
HCH_012_041_000891	洪武二年四月置山西等處行中書省。
HCH_012_041_000892	治太原路。
HCH_012_041_000893	三年十二月置太原都衛。
HCH_012_041_000894	與行中書省同治。
HCH_012_041_000895	八年十月改都衛爲山西都指揮使司。
HCH_012_041_000896	九年六月改行中書省爲承宣布政使司。
HCH_012_041_000897	領府五，直隸州三，屬州十六，縣七十九。
HCH_012_041_000898	爲裏四千四百有奇。
HCH_012_041_000899	東至真定，與北直界。
HCH_012_041_000900	北至大同，外爲邊地。
HCH_012_041_000901	西南皆至河，與陝西、河南界。
HCH_012_041_000902	距南京二千四百里，京師千二百里。
HCH_012_041_000903	洪武二十六年編戶五十九萬五千四百四十四，口四百七萬二千一百二十七。
HCH_012_041_000904	弘治四年，戶五十七萬五千二百四十九，口四百三十六萬四百七十六。
HCH_012_041_000905	萬曆六年，戶五十九萬六千九十七，口五百三十一萬七千三百五十九。
HCH_012_041_000906	太原府元冀寧路，屬河東山西道宣慰司。
HCH_012_041_000907	洪武元年十二月改爲太原府，領州五，縣二十：陽曲倚。
HCH_012_041_000908	洪武三年四月建晉王府於城外東北維。
HCH_012_041_000909	西有汾水，自靜樂縣流經此，下流至滎河縣合大河。
HCH_012_041_000910	西北有天門關巡檢司。
HCH_012_041_000911	東北有石嶺關巡檢司。
HCH_012_041_000912	太原府西南。
HCH_012_041_000913	元曰平晉，治在今東北。
HCH_012_041_000914	洪武四年移於汾水西，故晉陽城之南關。
HCH_012_041_000915	八年更名太原。
HCH_012_041_000916	西有懸甕山，一名龍山，又名結絀山，晉水所出，下流入於汾。
HCH_012_041_000917	西北有蒙山。
HCH_012_041_000918	東有汾水。
HCH_012_041_000919	東南有洞渦水，源自樂平，下流入汾。
HCH_012_041_000920	榆次府東南。
HCH_012_041_000921	東南有塗水，合小塗水西北流，入洞渦水。
HCH_012_041_000922	太谷府東南。
HCH_012_041_000923	東南有馬嶺，路出北直邢臺縣，上有馬嶺關，有巡檢司。
HCH_012_041_000924	西有太谷，一名咸陽谷。
HCH_012_041_000925	東北有象谷水，流入汾。
HCH_012_041_000926	祁府南少西。
HCH_012_041_000927	東南有胡甲山，隆舟水出焉，下流至平遙入汾。
HCH_012_041_000928	南有隆舟峪巡檢司。
HCH_012_041_000929	又東有團柏鎮。
HCH_012_041_000930	徐溝府南。
HCH_012_041_000931	北有洞渦水，至此合汾。
HCH_012_041_000932	清源府西南。
HCH_012_041_000933	北有清源水，東流，南入汾。
HCH_012_041_000934	交城府西南。
HCH_012_041_000935	東北有羊腸山。
HCH_012_041_000936	東南有汾水。
HCH_012_041_000937	又西有文水。
HCH_012_041_000938	文水府西南。
HCH_012_041_000939	西南有隱泉山。
HCH_012_041_000940	東有文水，南入汾。
HCH_012_041_000941	又東北有猷水，或以爲即鄔澤也。
HCH_012_041_000942	壽陽府東。
HCH_012_041_000943	西有殺熊嶺。
HCH_012_041_000944	南有洞渦水，黑水流合焉。
HCH_012_041_000945	孟府東北。
HCH_012_041_000946	元孟州。
HCH_012_041_000947	洪武二年降爲縣。
HCH_012_041_000948	東北有白馬山。
HCH_012_041_000949	北有滹沱河，東入北直平山縣界。
HCH_012_041_000950	東北有伏馬關，一名白馬關。
HCH_012_041_000951	又東有榆棗關。
HCH_012_041_000952	靜樂府西北。
HCH_012_041_000953	元管州。
HCH_012_041_000954	洪武二年改爲靜樂縣。
HCH_012_041_000955	東北有管涔山，汾水所出。
HCH_012_041_000956	又東北有燕京山，上有天池。
HCH_012_041_000957	又北有寧化守禦千戶所，洪武二年置。
HCH_012_041_000958	又東南有兩嶺關，置故鎮巡檢司於此，後移於稍東順水村。
HCH_012_041_000959	又南有樓煩鎮巡檢司。
HCH_012_041_000960	又東北有沙婆嶺巡檢司，後移於陽曲縣天門關。
HCH_012_041_000961	河曲府西北。
HCH_012_041_000962	元省。
HCH_012_041_000963	洪武十三年十一月復置。
HCH_012_041_000964	西有火山，臨大河。
HCH_012_041_000965	河濱有娘娘灘、太子灘，皆套中渡河險要處也。
HCH_012_041_000966	北有關河，以經偏頭關而名，西北流入大河。
HCH_012_041_000967	成化十一年十二月置偏頭關守禦千戶所，與寧武、雁門爲三關。
HCH_012_041_000968	平定州東有綿山，澤發水出焉，即冶河上源，合沾水，東流至平山縣入滹沱。
HCH_012_041_000969	西南有洞渦水，合浮化水，西流入汾。
HCH_012_041_000970	東南有新固關守禦千戶所。
HCH_012_041_000971	又東有故關，即井陘關也，洪武三年置故關巡檢司於此。
HCH_012_041_000972	又有葦澤、盤石二關在縣東北，俱接井陘縣界。
HCH_012_041_000973	西北距府一百八十里。
HCH_012_041_000974	領縣一：樂平州東南。
HCH_012_041_000975	東有皋落山，一名靈山。
HCH_012_041_000976	西南有少山，一名沾嶺，爲沾水、清漳二水之發源。
HCH_012_041_000977	沾東流入澤發水，漳北流，折而西南，入和順縣之樑榆水。
HCH_012_041_000978	又西有陡泉嶺，洞渦水所出。
HCH_012_041_000979	又靜陽鎮在縣東南。
HCH_012_041_000980	忻州洪武初，以州治秀容縣省入。
HCH_012_041_000981	北有滹沱河，又有忻水，一名肆盧川，自北流入焉。
HCH_012_041_000982	西南有牛尾莊巡檢司，後移於州北十里。
HCH_012_041_000983	又西有寨西巡檢司，西北有沙溝巡檢司，後俱廢。
HCH_012_041_000984	又忻口寨亦在州北。
HCH_012_041_000985	又東南有赤塘關。
HCH_012_041_000986	南距府百六十里。
HCH_012_041_000987	領縣一：定襄州東少北。
HCH_012_041_000988	北有滹沱河。
HCH_012_041_000989	又南有叢象山，有三會水流合焉。
HCH_012_041_000990	東北有胡谷砦巡檢司，後廢。
HCH_012_041_000991	代州洪武二年降爲縣。
HCH_012_041_000992	八年二月復升爲州。
HCH_012_041_000993	句注山在西，亦名西陘，亦曰雁門山，其北爲雁門關，有雁門守禦千戶所，洪武十二年十月置。
HCH_012_041_000994	又於關北置廣武營城。
HCH_012_041_000995	又東有夏屋山，一名下壺。
HCH_012_041_000996	又南有滹沱河，源自繁峙入州界，西南流經崞、忻、定襄，又東經五臺、盂，入真定界。
HCH_012_041_000997	又北有太和嶺、水勤口二巡檢司，後俱廢。
HCH_012_041_000998	西南距府三百五十里。
HCH_012_041_000999	領縣三：五臺州東南。
HCH_012_041_001000	元台州。
HCH_012_041_001001	洪武二年改爲五臺縣。
HCH_012_041_001002	八年二月來屬。
HCH_012_041_001003	東北有五臺山，有清水河，東北流，合虒陽河，南入於滹沱。
HCH_012_041_001004	又東南有高洪口巡檢司。
HCH_012_041_001005	又東北有大谷口、飯仙山二巡檢司，後俱廢。
HCH_012_041_001006	繁峙州東。
HCH_012_041_001007	元堅州。
HCH_012_041_001008	洪武二年改爲繁峙縣。
HCH_012_041_001009	八年二月來屬。
HCH_012_041_001010	舊治在縣南，成化三年二月移治東義村。
HCH_012_041_001011	萬曆十四年十二月徙於河北之石龍崗。
HCH_012_041_001012	東北有秦戲山，滹沱河所出也，迴環千三百七十里，至北直靜海縣入海。
HCH_012_041_001013	又北有茹越口、東北有北樓口、東有平刑嶺三巡檢司，後俱廢。
HCH_012_041_001014	又東有郎嶺關城，洪武十七年築。
HCH_012_041_001015	崞州西南。
HCH_012_041_001016	元崞州。
HCH_012_041_001017	洪武二年降爲縣。
HCH_012_041_001018	八年二月來屬。
HCH_012_041_001019	西南有崞山。
HCH_012_041_001020	東南有石鼓山，又有滹沱河。
HCH_012_041_001021	又西北有寧武關，有寧武守禦千戶所，景泰元年置。
HCH_012_041_001022	又有八角守禦千戶所，嘉靖三年八月置。
HCH_012_041_001023	又西南有蘆板寨巡檢司。
HCH_012_041_001024	又西北有楊武峪、吊橋嶺、胡峪北口三巡檢司。
HCH_012_041_001025	岢嵐州本岢嵐縣，洪武七年十月置。
HCH_012_041_001026	八年十一月升爲州。
HCH_012_041_001027	北有岢嵐山，其東爲雪山。
HCH_012_041_001028	西南有嵐漪河，北有蔚汾水，下流俱入大河。
HCH_012_041_001029	又西北有岢嵐鎮巡檢司，後廢。
HCH_012_041_001030	又北有天澗堡隘，路通朔州。
HCH_012_041_001031	西北有於坑堡隘，又有洪谷堡隘，俱通保德州。
HCH_012_041_001032	東南距府二百八十里。
HCH_012_041_001033	領縣二：嵐州南少東。
HCH_012_041_001034	元嵐州。
HCH_012_041_001035	洪武初，降爲縣。
